0,0,0,0,20,8
0,282,0,0,20,636
0,0,0,0,20,642
0,3,0,0,20,651
0,2,0,0,20,669
0,3,0,0,20,686
0,5,0,0,20,709
0,0,0,0,20,719
0,3,0,0,20,735
0,3,0,0,20,755
0,3,0,0,20,769
0,3,0,0,20,785
0,4,0,0,20,811
0,2,0,0,20,821
0,0,0,0,20,835
0,2,0,0,20,852
0,4,0,0,20,869
0,4,0,0,20,886
0,0,0,0,20,903
0,11,0,0,20,918
0,6,0,0,20,935
0,2,0,0,20,952
0,2,0,0,20,968
0,2,0,0,20,985
0,3,0,0,20,1002
0,4,0,0,20,1018
0,5,0,0,20,1035
0,5,0,0,20,1052
0,3,0,0,20,1069
0,3,0,0,20,1085
0,3,0,0,20,1102
0,2,0,0,20,1119
0,2,0,0,20,1135
0,2,0,0,20,1152
0,2,0,0,20,1168
0,4,0,0,20,1185
0,3,0,0,20,1202
0,0,0,0,20,1218
0,0,0,0,20,1236
0,0,0,0,20,1252
0,0,0,0,20,1268
0,0,0,0,20,1285
0,3,0,0,20,1302
0,4,0,0,20,1319
0,4,0,0,20,1335
0,4,0,0,20,1351
0,4,0,0,20,1368
0,4,0,0,20,1385
0,3,0,0,20,1402
0,0,0,0,20,1422
0,0,0,0,20,1435
0,0,0,0,20,1451
0,0,0,0,20,1469
0,0,0,0,20,1485
0,1,0,0,20,1502
0,2,0,0,20,1518
0,3,0,0,20,1535
0,4,0,0,20,1552
0,5,0,0,20,1569
0,6,0,0,20,1585
0,7,0,0,20,1602
0,8,0,0,20,1618
0,9,0,0,20,1635
0,9,0,0,20,1652
0,20,0,0,20,1668
0,6,0,0,20,1685
0,0,0,0,20,1701
0,3,0,0,20,1719
0,0,0,0,20,1735
0,6,0,0,20,1752
0,2,0,0,20,1768
0,3,0,0,20,1785
0,18,0,0,20,1802
0,0,0,0,20,1818
0,23,0,0,20,1835
0,6,0,0,20,1870
0,3,0,0,20,1880
0,0,0,0,20,1887
0,3,0,0,20,1904
0,3,0,0,20,1921
0,3,0,0,20,1938
0,2,0,0,20,1954
0,-1,0,0,20,1970
0,-3,0,0,20,1988
0,-4,0,0,20,2003
0,-5,0,0,20,2022
0,1,0,0,20,2038
0,4,0,0,20,2054
0,6,0,0,20,2071
0,7,0,0,20,2087
0,6,0,0,20,2104
0,5,0,0,20,2121
0,1,0,0,20,2137
0,0,0,0,20,2153
0,4,0,0,20,2170
0,4,0,0,20,2187
0,4,0,0,20,2204
0,5,0,0,20,2220
0,7,0,0,20,2237
0,7,0,0,20,2253
0,7,0,0,20,2270
0,6,0,0,20,2287
0,3,0,0,20,2304
0,2,0,0,20,2320
0,3,0,0,20,2337
0,3,0,0,20,2354
0,1,0,0,20,2370
0,3,0,0,20,2387
0,3,0,0,20,2403
0,9,0,0,20,2420
0,5,0,0,20,2438
0,0,0,0,20,2453
0,0,0,0,20,2470
0,0,0,0,20,2486
0,0,0,0,20,2503
0,0,0,0,20,2520
0,0,0,0,20,2536
0,0,0,0,20,2554
0,0,0,0,20,2570
0,0,0,0,20,2586
0,0,0,0,20,2603
0,0,0,0,20,2620
0,0,0,0,20,2636
0,0,0,0,20,2653
0,0,0,0,20,2670
0,0,0,0,20,2687
0,0,0,0,20,2703
0,0,0,0,20,2721
